timestamp,EMG_s0,EMG_s1,EMG_s2,EMG_s3,EMG_s4,EMG_s5,EMG_s6,EMG_s7,left_data_Ac_X,left_data_Ac_Y,left_data_Ac_Z,left_data_Gy_X,left_data_Gy_Y,left_data_Gy_Z,left_data_flex_1,left_data_flex_2,left_data_flex_3,left_data_flex_4,left_data_flex_5,right_data_Ac_X,right_data_Ac_Y,right_data_Ac_Z,right_data_Gy_X,right_data_Gy_Y,right_data_Gy_Z,right_data_flex_1,right_data_flex_2,right_data_flex_3,right_data_flex_4,right_data_flex_5
1692755899878566800,0.0,-4.0,2.0,32.0,25.0,12.0,-1.0,-1.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899880567300,-2.0,-35.0,-2.0,-76.0,-42.0,-15.0,-4.0,-3.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899887560400,0.0,-15.0,0.0,17.0,5.0,-9.0,-2.0,0.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899890559700,1.0,8.0,-8.0,-34.0,-71.0,-11.0,-2.0,-2.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899903551900,-2.0,-13.0,-10.0,-19.0,6.0,-5.0,-2.0,-2.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899905551700,1.0,18.0,9.0,48.0,57.0,29.0,7.0,2.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899909549900,-2.0,4.0,-2.0,-15.0,-6.0,-12.0,-3.0,-1.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899911548200,2.0,16.0,-1.0,-28.0,-24.0,1.0,-2.0,0.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899924539600,-4.0,-16.0,-5.0,13.0,17.0,-1.0,0.0,-2.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
1692755899927538300,-4.0,-15.0,3.0,-34.0,-22.0,-8.0,-4.0,-5.0,1.391031146,-5.285200119,8.72806263,-0.058488514,0.007194487,-0.012656967,-37.0,-20.0,7.0,19.0,46.0,3.23336935,2.017114878,9.923966408,0.021983154,-0.068880551,0.000666156,241.0,97.0,62.0,80.0,301.0
